"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","img-wrp href 2","he-lazy-image src 3","wp-btn","listing-card--owner-info__firm-name","listing-card--owner-info__name"
"https://www.hepsiemlak.com/aydin-nazilli-yesil-kiralik/daire/101059-399","29","26.000","04-04-2025","Kiralık Daire","3 +
                          1","200 m²","1
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Yeşil Mah.'de Havuzlu Site İçinde Geniş 3+1 Kiralık Daire","Aydın / Nazilli / Yeşil Mah.","https://www.hepsiemlak.com/emlak-ofisi/emlak-vadisi-101059/harun-mehdi-durmaz-2135189","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/2/0/2/4/4/4/860916e3-b7e7-45d3-a9e8-7dc0e5de29ae.jpg","https://www.hepsiemlak.com/emlak-ofisi/emlak-vadisi-101059","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/8/1/5/3/1/2/23cc280f-4e84-4f4c-8340-11291a3bc569.jpg","Whatsapp","Emlak Vadisi","Harun Mehdi
        Durmaz"
"https://www.hepsiemlak.com/aydin-kusadasi-hacifeyzullah-kiralik/daire/131069-221","21","20.000","02-04-2025","Kiralık Daire","2 +
                          1","95 m²","25
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Dost Sitesinde Cam Balkonlu 2+1 Daire","Aydın / Kuşadası / Hacıfeyzullah Mah.","https://www.hepsiemlak.com/emlak-ofisi/egede-evim-gayrimenkul-131069","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/6/1/1/4/4/4/1743590677-5511122-44411679.jpeg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/6/0/1/3/1/88323bfb-eea7-44bb-9abc-8a40c7feeabf.jpg","Whatsapp","Ege’de Evim Gayrimenkul",""
"https://www.hepsiemlak.com/aydin-germencik-ortaklar-kiralik/ciftlik-evi/0-44411971","15","20.000","02-04-2025","Kiralık Çiftlik Evi","3 +
                          2","140 m²","25
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Müstakil Küçük Çiflik Evi","Aydın / Germencik / Ortaklar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/9/1/1/4/4/4/z7RluCPYjaSmFT5FGDI-4.jpg","","","Whatsapp","",""
"https://www.hepsiemlak.com/aydin-efeler-adnan-menderes-kiralik/daire/74626-82","31","26.000","02-04-2025","Kiralık Daire","3 +
                          1","110 m²","15
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın Adnan Menderes Mahallesinde 3+1 Kiralık Daire","Aydın / Efeler / Adnan Menderes Mah.","https://www.hepsiemlak.com/emlak-ofisi/imamoglu-emlak-ofisi-74626","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/6/2/1/4/4/4/183ce066-6da5-41c8-8e7a-23bd9a1e8651.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/2/6/4/7/0/daccb998-bdee-45aa-96cb-475f38ff0358.jpg","Whatsapp","İmamoğlu Emlak Ofisi",""
"https://www.hepsiemlak.com/aydin-nazilli-zafer-kiralik/daire/0-44403602","15","5.000","29-03-2025","Kiralık Daire","4 +
                          0","165 m²","30
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kız Öğrenciler İçin Eşyalı Doğalgazlı Kiralık Apart Daire","Aydın / Nazilli / Zafer Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/6/3/0/4/4/4/1743264184-794709-44403602.jpeg","","","Whatsapp","",""
"https://www.hepsiemlak.com/aydin-efeler-ata-kiralik/daire/40599-3784","50","25.000","01-04-2025","Kiralık Daire","3 +
                          1","135 m²","6
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Hb'den 3+1 Kiralık Daire, Ara Kat Doğalgazlı Asansörlü Otoparklı","Aydın / Efeler / Ata Mah.","https://www.hepsiemlak.com/emlak-ofisi/hb-gayrimenkul-40599","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/9/2/0/4/4/4/172d8e5d-689f-485c-bf56-d5875d6e98b9.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/9/5/0/4/0/8d577b10-7de9-458a-a645-468b4f92d230.jpg","Whatsapp","Hb Gayrimenkul",""
"https://www.hepsiemlak.com/aydin-nazilli-cumhuriyet-kiralik/daire/144590-110","26","14.000","29-03-2025","Kiralık Daire","1 +
                          1","50 m²","5
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konut Emlaktan Adliye Yanı Eşyalı Kiralık 1+1 Daire","Aydın / Nazilli / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/konut-emlak-2-144590","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/0/3/0/4/4/4/6780b7ce-5fb0-4ade-a62f-1e338f9fe32e.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/9/5/4/4/1/37936bd5-d32f-43e6-9490-7310732533ea.jpg","Whatsapp","Konut Emlak 2",""
"https://www.hepsiemlak.com/aydin-kusadasi-degirmendere-kiralik/daire/104606-1213","40","35.000","02-04-2025","Kiralık Daire","3 +
                          1","130 m²","1
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kuşadası Değirmendere 3+1 Dairemiz Kiralık","Aydın / Kuşadası / Değirmendere Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-ada-104606","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/9/4/9/3/4/4/fb8b1bb9-8fc0-4f58-8c45-1488f49d28d5.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/0/6/4/0/1/af6e64b0-971d-4d58-8e3e-0cdb7ba0c310.jpg","Whatsapp","Coldwell Banker Ada",""
"https://www.hepsiemlak.com/aydin-kusadasi-davutlar-kiralik/daire/139661-466","57","25.000","03-04-2025","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kuşadası Davutlarda Sıfır Kiralık 2+1","Aydın / Kuşadası / Davutlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/captains-house-gayrimenkul-danismanligi-139661","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/9/1/4/3/4/4/1742158371204-44341993.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/6/6/9/3/1/5923542e-bcba-4771-97c8-bd4b0b065245.jpg","Whatsapp","Captaın’s House Gayrimenkul Danışmanlığı",""
"https://www.hepsiemlak.com/aydin-kusadasi-kirazli-kiralik/daire/144462-117","28","29.000","03-04-2025","Kiralık Daire","2 +
                          1","75 m²","7
                        Yaşında","Ara Kat","","","","Kuşadası Değirmendere Havuzludeniz Manz 2+1 Eşyalı Kiralık Daire","Aydın / Kuşadası / Kirazlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/deniz-ada-gayrimenkul-144462/muruvet-gok-4076157","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/1/7/8/2/4/4/4bbf9f1f-87dd-4632-ace8-b90a598dbe1d.jpg","https://www.hepsiemlak.com/emlak-ofisi/deniz-ada-gayrimenkul-144462","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/5/1/6/7/0/4/7a5a7677-58d2-4948-9ddd-efc96a6258c2.jpg","Whatsapp","Deniz Ada Gayrimenkul","Mürüvet
        Gök"
"https://www.hepsiemlak.com/aydin-didim-camlik-kiralik/daire/155592-26","24","28.000","03-04-2025","Kiralık Daire","3 +
                          1","200 m²","25
                        Yaşında","Villa Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Didim Çamlık Mahallesi De Eşyasız Kıralık 3+1 Villa","Aydın / Didim / Çamlık Mah.","https://www.hepsiemlak.com/emlak-ofisi/aslantas-emlak-155592","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/9/9/5/2/4/4/3c661927-1516-4d0b-a88e-fe9098252cc4.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/9/5/5/5/1/c15f112e-d47c-4435-bec9-42d22581b919.jpg","Whatsapp","Aslantaş Emlak",""
"https://www.hepsiemlak.com/aydin-efeler-orta-kiralik/daire/95910-2134","37","16.000","02-04-2025","Kiralık Daire","1 +
                          1","55 m²","6
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın Orta Mahalle 1+1 Eşyalı Ara Kat Kiralık Daire","Aydın / Efeler / Orta Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/7/8/5/2/4/4/dfa9fd11-9a81-484f-babe-4d3f09b80bc7.jpg","","","Whatsapp","",""
"https://www.hepsiemlak.com/aydin-kusadasi-turkmen-kiralik/daire/134592-548","25","35.000","04-04-2025","Kiralık Daire","3 +
                          1","130 m²","35
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kuşadası Türkmen Mah Kiralık Daire 3+1 Yenı Tadılatlı Doğalgazlı","Aydın / Kuşadası / Türkmen Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-hayat-kusadasi-134592","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/9/5/4/3/1/39c30947-a219-49f9-aebe-64d4b81a3678.jpg","","","Whatsapp","Re/max Hayat Kuşadası",""
"https://www.hepsiemlak.com/aydin-didim-efeler-kiralik/daire/79168-1075","50","23.000","04-04-2025","Kiralık Daire","2 +
                          1","95 m²","13
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Didim Kiralık 2+1 Ayrı Mutfak Boş Daire Efeler Mahallesinde","Aydın / Didim / Efeler Mah.","https://www.hepsiemlak.com/emlak-ofisi/altinkum-can-emlak-79168","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/1/9/7/0/a903fba5-b252-46b2-8d1b-f9309e655e05.jpg","","","Whatsapp","Altınkum Can Emlak",""
"https://www.hepsiemlak.com/aydin-nazilli-yeni-kiralik/daire/154929-8","30","15.000","02-04-2025","Kiralık Daire","2 +
                          1","85 m²","5
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın Nazilli Eşyalıdogalgazlı  Balkonlu 2+1 Daire","Aydın / Nazilli / Yeni Mah.","","","","","Whatsapp","",""
"https://www.hepsiemlak.com/aydin-didim-yeni-kiralik/daire/131853-525","20","22.000","03-04-2025","Kiralık Daire","2 +
                          1","110 m²","12
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Didimde Asansörlü Ayrı Mutfak Ön Cephe Kiralık  22.000 Tl","Aydın / Didim / Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/narin-insaat-emlak-131853","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/9/7/7/0/4/4/74e28e94-817f-466f-82bf-a0184ffd42a2.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/8/1/3/1/485c683b-a0ea-4670-a754-c809e0e00c0e.png","Whatsapp","Narin İnşaat Emlak",""
"https://www.hepsiemlak.com/aydin-didim-akbuk-kiralik/villa/37124-974","37","55.000","02-04-2025","Kiralık Villa","3 +
                          1","150 m²","3
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Didim Akbük'te Muhteşem Deniz Ve Doğa Manzaralı Havuzlu Lüks Sitede Kiralık Müstakil 3+1 Villa","Aydın / Didim / Akbük Mah.","https://www.hepsiemlak.com/emlak-ofisi/apollo-gayrimenkul-37124","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/0/7/3/0/4/4/2b55a2d7-e50e-4f49-bb97-b90fb06b199c.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/2/1/7/3/0/c9c24f42-0bdd-4e2f-b1f1-53e54002d7a8.jpg","Whatsapp","Apollo Gayrimenkul",""
"https://www.hepsiemlak.com/aydin-efeler-yedi-eylul-kiralik/daire/147624-67","48","15.250","02-04-2025","Kiralık Daire","3 +
                          1","125 m²","26
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralik 3+1 Doğalgazlı-Asansörlü","Aydın / Efeler / Yedi Eylül Mah.","https://www.hepsiemlak.com/emlak-ofisi/eray-gider-gayrimenkul-147624/eray-gider-4185873","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/5/3/0/9/3/4/1734854908460-43903538.jpg","https://www.hepsiemlak.com/emlak-ofisi/eray-gider-gayrimenkul-147624","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/7/8/5/8/1/4/5c886b64-98f8-4c1b-be9e-8b1bad7f9ac6.jpg","Whatsapp","Eray Gider Gayrimenkul","Eray
        Gider"
"https://www.hepsiemlak.com/aydin-efeler-hasanefendi-ramazan-pasa-kiralik/daire/64143-2415","51","17.000","04-04-2025","Kiralık Daire","3 +
                          1","140 m²","25
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın Kiralık Hasan Efendi Mahallesi'nde 3+1 Daire","Aydın / Efeler / Hasanefendi - Ramazan Paşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/alp-gayrimenkul-64143/fevzi-kose-1157912","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/1/5/9/8/3/4/1734689214107-43895193.jpg","https://www.hepsiemlak.com/emlak-ofisi/alp-gayrimenkul-64143","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/1/9/7/5/1/1/4eca8949-0d50-40ac-ae6f-f3f7ea4fb183.png","Whatsapp","Alp Gayrimenkul","Fevzi
        Köse"
"https://www.hepsiemlak.com/aydin-germencik-park-kiralik/daire/130369-313","24","25.000","02-04-2025","Kiralık Daire","3 +
                          1","180 m²","10
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Germencik Park Mah. Ana Yol Üzeri Doğalgazlı 3+1 Kiralık Daire","Aydın / Germencik / Park Mah.","https://www.hepsiemlak.com/emlak-ofisi/terra-gayrimenkul-130369","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/0/7/8/7/3/4/aa95ee1a-4799-4ed6-b611-72d600aafee6.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/6/3/0/3/1/af627998-afec-4b41-b4fc-d90d8a8e8692.jpg","Whatsapp","Terra Gayrimenkul",""
