"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name","list-view-header"
"https://www.hepsiemlak.com/mugla-fethiye-akarca-kiralik/daire/135231-1867","14","35.000","05-04-2025","Kiralık Daire","2 +
                          1","90 m²","11
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/0/5/2/4/4/4/e1e64b4f-4881-4c74-9a66-71c21722a515.jpg","EİDS onaylı","Muğla / Fethiye / Akarca Mah.","https://www.hepsiemlak.com/emlak-ofisi/stop-gayrimenkul-135231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/5/3/1/b5b55884-530a-41f0-b554-f54b8c608367.jpg","Stop Gayrimenkul","Stop’tan Şehit Fethi Bey Parkına Yakın Kiralık Daire"
"https://www.hepsiemlak.com/mugla-bodrum-turkbuku-kiralik/daire/99733-353","30","550.000","05-04-2025","Kiralık Daire","2 +
                          1","110 m²","10
                        Yaşında","Teras Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/7/7/8/5/3/4/1729680479-73911-43587776.jpeg","EİDS onaylı","Muğla / Bodrum / Türkbükü Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Bodrum Türkbükü Senelik:550.000tl Migros Jet’in Hemen Yanında Denize 2 Dakika Yürüme Mesafesinde"
"https://www.hepsiemlak.com/mugla-fethiye-foca-kiralik/daire/153616-27","35","40.000","05-04-2025","Kiralık Daire","3 +
                          1","140 m²","1
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/9/5/2/4/4/4/643900dc-bd1a-4f6a-8fc8-cfcba88f2349.jpg","EİDS onaylı","Muğla / Fethiye / Foça Mah.","https://www.hepsiemlak.com/emlak-ofisi/mez-group-insaat-gayrimenkul-153616","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/6/3/5/1/9ec62eda-fd76-4321-8169-7833114dc463.jpg","Mez Group İnşaat Gayrimenkul","Fethiye Çalış Plajına Yürüme Mesafesinde Kiralık 3+1 Daire"
"https://www.hepsiemlak.com/mugla-fethiye-tasyaka-kiralik/daire/148225-352","19","30.000","05-04-2025","Kiralık Daire","2 +
                          1","85 m²","17
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/8/5/2/4/4/4/4d4d15e0-0bd4-43d5-85b3-bdf9bec3c9b2.jpg","EİDS onaylı","Muğla / Fethiye / Taşyaka Mah.","https://www.hepsiemlak.com/emlak-ofisi/gold-house-gayrimenkul-danismanlik-148225","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/2/8/4/1/4f8ea576-51b4-46bd-b720-fdc14f8f889c.jpg","Gold House Gayrimenkul Danışmanlık","Goldhouse Dan Kiralık Daire Site İçinde Havuzlu Eşyalı Fırsat 2+1"
"https://www.hepsiemlak.com/mugla-mentese-emirbeyazit-kiralik/daire/92216-1510","60","45.000","05-04-2025","Kiralık Daire","3 +
                          1","160 m²","21
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/1/5/0/0/4/4/a7f2b711-56f7-494d-8834-10110166e863.jpg","EİDS onaylı","Muğla / Menteşe / Emirbeyazıt Mah.","https://www.hepsiemlak.com/emlak-ofisi/yatagan-emlak-92216","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/2/2/9/0/ef3bc344-e800-4aae-baed-3877633e73ac.jpg","Yatağan Emlak","Muğla Merkez De Kiralık 3+1 Merkezi Isıtmalı Daire"
"https://www.hepsiemlak.com/mugla-bodrum-peksimet-kiralik/daire/19492-2613","22","300.000","05-04-2025","Kiralık Daire","2 +
                          1","105 m²","14
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/6/4/2/4/4/4/cf2eb471-fa29-40e8-8c81-03a82dcb122a.jpg","EİDS onaylı","Muğla / Bodrum / Peksimet Mah.","https://www.hepsiemlak.com/emlak-ofisi/tayman-emlak-danismanlik-19492","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/9/4/9/1/0/f12e1e86-6196-4e8b-89c6-52d4cccba35e.jpg","Tayman Emlak Danışmanlık","Tayman'dan Gümüşlük Kadıkalesi Mevkiinde Özel Plajlı Havuzlu 2+1 Favorilerime Ekle Yazdır Facebook İ"
"https://www.hepsiemlak.com/mugla-mentese-emirbeyazit-kiralik/daire/108994-372","18","25.000","05-04-2025","Kiralık Daire","1 +
                          1","50 m²","15
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/0/7/5/3/4/4/1742407526-05282-44357029.jpeg","EİDS onaylı","Muğla / Menteşe / Emirbeyazıt Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Emirbeyazıt Mahallesinde Eşyalı Geniş 1+1daire"
"https://www.hepsiemlak.com/mugla-seydikemer-karadere-kiralik/villa/22191-6831","15","30.000","05-04-2025","Kiralık Villa","5 +
                          1","190 m²","7
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/1/0/6/3/4/4/44ac7fad-c7ef-4096-b008-e688cafa4b40.jpg","EİDS onaylı","Muğla / Seydikemer / Karadere Mah.","https://www.hepsiemlak.com/emlak-ofisi/suadiye-garanti-gayrimenkul-22191","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/9/1/2/2/0/f04fa29c-40dd-4600-878e-0055a747cc69.jpg","Suadiye Garanti Gayrimenkul","Karadere Fethiye 5+1 Kiralık Villa"
"https://www.hepsiemlak.com/mugla-bodrum-turkbuku-kiralik/yazlik/99733-193","26","550.000","05-04-2025","Kiralık Yazlık","2 +
                          1","110 m²","10
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/8/7/6/7/3/3/1736852378-4693441-33767817.jpeg","EİDS onaylı","Muğla / Bodrum / Türkbükü Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Bodrum Türkbükü Senelik:550.000tl Migros Jet’in Yanında Denize 2 Dakika Yürüme Mesafesinde"
"https://www.hepsiemlak.com/mugla-fethiye-tasyaka-kiralik/daire/148225-351","27","30.000","05-04-2025","Kiralık Daire","1 +
                          1","72 m²","4
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/6/4/2/4/4/4/8d87fde2-12a6-474d-bcfa-db49a4d58827.jpg","EİDS onaylı","Muğla / Fethiye / Taşyaka Mah.","https://www.hepsiemlak.com/emlak-ofisi/gold-house-gayrimenkul-danismanlik-148225","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/2/8/4/1/4f8ea576-51b4-46bd-b720-fdc14f8f889c.jpg","Gold House Gayrimenkul Danışmanlık","Goldhouse Dan Kiralık Full Eşyalı Myra Park Evlerin De 1+1 Fırsat"
"https://www.hepsiemlak.com/mugla-mentese-muslihittin-kiralik/daire/92216-1517","60","33.000","05-04-2025","Kiralık Daire","2 +
                          1","110 m²","12
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/8/0/2/1/4/4/40da9f51-7519-45ad-b3a2-760dfdbd5881.jpg","EİDS onaylı","Muğla / Menteşe / Muslihittin Mah.","https://www.hepsiemlak.com/emlak-ofisi/yatagan-emlak-92216","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/2/2/9/0/ef3bc344-e800-4aae-baed-3877633e73ac.jpg","Yatağan Emlak","Muğla Merkez De Nitelikli Eşyalı 2+1 Kiralık Daire"
"https://www.hepsiemlak.com/mugla-fethiye-inlice-kiralik/mustakil-ev/152257-79","10","17.000","05-04-2025","Kiralık Müstakil Ev","1 +
                          1","60 m²","4
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/3/7/7/3/4/4/1742757614883-44377372.jpg","EİDS onaylı","Muğla / Fethiye / İnlice Mah.","https://www.hepsiemlak.com/emlak-ofisi/park-gayrimenkul-152257","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://www.hepsiemlak.com/img/loadings/noImage55-55.png","Park Gayrimenkul","Fethiye Göcek İnlice'de Müstakil Bahçeli Kiralık 1+1 Eşyalı Konut"
"https://www.hepsiemlak.com/mugla-mentese-kotekli-kiralik/daire/143891-52","43","16.000","05-04-2025","Kiralık Daire","2 +
                          1","60 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/7/5/2/4/4/4/1743851508-05811-44425761.jpeg","EİDS onaylı","Muğla / Menteşe / Kötekli Mah.","https://www.hepsiemlak.com/emlak-ofisi/konum-emlak-143891","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/9/8/3/4/1/57762052-5883-49f7-9e15-4365e27f4626.jpg","Konum Emlak","Kötekli De Kiralık 2+1 Eşyasız C Kapı Mevki Daire"
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/villa/72817-733","48","195.000","05-04-2025","Kiralık Villa","3 +
                          1","250 m²","10
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/9/9/1/5/9/3/81ffd4f7-2c44-41f8-8dab-e9b024232a8c.jpg","EİDS onaylı","Muğla / Bodrum / Gündoğan Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Bodrum Yalıkavak Plajlı,Havuzlu Sitede 3+1,160 M2,Deniz Manzaralı,Bahçeli Kiralık Lux Eşyalı Dubleks"
"https://www.hepsiemlak.com/mugla-bodrum-yenikoy-kiralik/mustakil-ev/138060-268","29","120.000","04-04-2025","Kiralık Müstakil Ev","2 +
                          1","200 m²","12
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Muğla / Bodrum / Yeniköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/bodrumda-firsat-gayrimenkul-danismanligi-138060","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/6/0/8/3/1/02ed33ca-4255-468e-aef6-9b6e3c13cabe.jpg","","Bodrum’da Fırsat Gayrimenkul Danışmanlığı","Bodrum Oasis Üstü Nezih Havuzlu Site Sezonluk Kiralık Müstakil Ev"
"https://www.hepsiemlak.com/mugla-marmaris-kemeralti-kiralik/daire/84388-919","48","80.000","05-04-2025","Kiralık Daire","2 +
                          1","110 m²","25
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/3/4/8/0/7082df87-8149-4019-aa9f-7cd2282ffca3.jpg","EİDS onaylı","Muğla / Marmaris / Kemeraltı Mah.","https://www.hepsiemlak.com/emlak-ofisi/step-in-gayrimenkul-84388","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","Step İn Gayrimenkul","Marmaris Merkezde Muhteşem Deniz Manzaralı Full Eşyalı Lüks Daire"
"https://www.hepsiemlak.com/mugla-bodrum-eskicesme-kiralik/daire/144652-108","22","40.000","05-04-2025","Kiralık Daire","3 +
                          1","140 m²","25
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/5/6/4/4/1/605951ca-d6b9-4bb4-bd57-473cd7bc29f2.jpg","EİDS onaylı","Muğla / Bodrum / Eskiçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/suzan-real-estate-bodrum-144652","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","Suzan Real Estate Bodrum","Bodrum Marina Da 3+1 Yıllık Kiralık Daire Aylık Ödemeli"
"https://www.hepsiemlak.com/mugla-ortaca-cumhuriyet-kiralik/daire/37227-2749","58","15.000","04-04-2025","Kiralık Daire","2 +
                          1","78 m²","6
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/0/6/8/2/4/4/1741207745-227382-44286086.jpeg","EİDS onaylı","Muğla / Ortaca / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/colakoglu-37227/cihangir-dalgic-753045","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/4/0/3/5/7/7b9cfe94-836d-41c1-abd7-6ff2700c984d.jpg","Çolakoğlu","Ortaca Merkezde Kiralık 2+1 Ara Kat Lüks Daire"
"https://www.hepsiemlak.com/mugla-mentese-dugerek-kiralik/mustakil-ev/137064-74","37","45.000","05-04-2025","Kiralık Müstakil Ev","4 +
                          1","200 m²","10
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/6/7/6/2/4/4/1740906732830-44267615.jpg","EİDS onaylı","Muğla / Menteşe / Düğerek Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Muğla Menteşe Düğerek'te Kiralık Tripleks Ev"
"https://www.hepsiemlak.com/mugla-milas-gulluk-kiralik/villa/110753-633","44","50.000","05-04-2025","Kiralık Villa","2 +
                          1","150 m²","15
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/3/5/7/1/4/4/1739540378-758553-44175397.jpeg","EİDS onaylı","Muğla / Milas / Güllük Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Güllük Yasemin Sitesin'de Denize Yürüme Mesafesindeı Yıllık Kiralık Mustakil Villa !"
"https://www.hepsiemlak.com/mugla-bodrum-turkbuku-kiralik/daire/146060-63","21","100.000","05-04-2025","Kiralık Daire","3 +
                          1","80 m²","25
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/1/6/5/1/4/4/1738919249-619238-44156162.jpeg","EİDS onaylı","Muğla / Bodrum / Türkbükü Mah.","https://www.hepsiemlak.com/emlak-ofisi/basak-emlak-bodrum-146060","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/6/0/6/4/1/339d2d8c-4794-480d-9a1f-dccf535d095e.jpg","Başak Emlak Bodrum","Bodrum Türkbükü Sezonluk Kiralık Daire"
"https://www.hepsiemlak.com/mugla-mentese-muslihittin-kiralik/daire/100858-680","35","20.000","04-04-2025","Kiralık Daire","2 +
                          1","90 m²","25
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/9/5/6/6/3/4/1730966403-847666-43665979.jpeg","EİDS onaylı","Muğla / Menteşe / Muslihittin Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Muslihittin Mah. 2+1 Kiralık Daire"
"https://www.hepsiemlak.com/mugla-bodrum-eskicesme-kiralik/daire/144679-5","19","25.000","05-04-2025","Kiralık Daire","1 +
                          1","65 m²","15
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/7/8/2/5/2/4/a2ce357e-5c8b-47da-b0e1-c3b347d02cda.jpg","EİDS onaylı","Muğla / Bodrum / Eskiçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/alba-bodrum-emlak-144679","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/7/6/4/4/1/e2140427-9d17-486f-9697-cd3409f2b7e2.jpg","Alba Bodrum Emlak","Bardakçı Koyunda Denize 100 M Mesafede Kiralık 1+1 Daire"
"https://www.hepsiemlak.com/mugla-milas-bogazici-kiralik/villa/58568-6773","37","250.000","05-04-2025","Kiralık Villa","3 +
                          1","175 m²","1
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/7/0/3/0/2/4/f9b0132c-1101-4a1a-a1e8-64d40345e735.jpg","EİDS onaylı","Muğla / Milas / Boğaziçi Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-deha-58568","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/5/8/5/0/05d3ce15-466f-4bb9-b219-2bf596395fb1.jpg","Remax Deha","Bodrum The House Residence Helis Bodrum Eşyalı Kiralık Villa"
"https://www.hepsiemlak.com/mugla-seydikemer-gerisburnu-kiralik/daire/0-44422118","12","11.000","04-04-2025","Kiralık Daire","2 +
                          1","75 m²","3
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/1/2/2/4/4/4/1743775437-5648541-44422118.jpeg","EİDS onaylı","Muğla / Seydikemer / Gerişburnu Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Sahibinden Uzun Dönem Kiralık Müstakil Bahçeli Daire"
"https://www.hepsiemlak.com/mugla-fethiye-oludeniz-kiralik/daire/0-44422909","11","15.000","04-04-2025","Kiralık Daire","1 +
                          1","50 m²","15
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/9/2/2/4/4/4/MMjHMbjjODqSlxP8TXuYJ.jpg","EİDS onaylı","Muğla / Fethiye / Ölüdeniz Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Ölüdeniz De Bahçeli Kiralık Daire"
